dataset_name,model_name,attack_string,duration_per_sample,discretization,success_rate,mean_confidence,mean_l2_dist,mean_li_dist,mean_l0_dist_value,mean_l0_dist_pixel
MNIST,carlini,fgsm?eps=0.1,0.0034028940200805666,True,0.085999999999999965,0.89076411069081085,2.0719036760777407,0.101961,0.5710726150925487,0.5710726150925487
MNIST,carlini,bim,0.03108320689201355,True,0.15200000000000002,0.9020534491771971,1.9130221038206769,0.101961,0.53585694146079488,0.53585694146079488
