dataset_name,model_name,attack_string,duration_per_sample,discretization,success_rate,mean_confidence,mean_l2_dist,mean_li_dist,mean_l0_dist_value,mean_l0_dist_pixel
MNIST,carlini,fgsm?eps=0.1,0.015210189819335938,True,0.050000000000000044,0.92685616106027735,2.0458728048769155,0.101961,0.56096938775510208,0.56096938775510208
MNIST,carlini,bim,0.05723654985427856,True,0.14000000000000001,0.89684176917850367,1.9368758883868398,0.101961,0.53944970845481055,0.53944970845481055
