RobustClassifier,legitimate_10000,fgsm?eps=0.1,bim
FeatureSqueezing?squeezer=bit_depth_1,0.99329999999999996,0.97799999999999998,0.97799999999999998
FeatureSqueezing?squeezer=median_filter_2,0.99280000000000002,0.94199999999999995,0.91700000000000004
FeatureSqueezing?squeezer=median_filter_3,0.98950000000000005,0.92100000000000004,0.88100000000000001
