dataset_name,model_name,accuracy_test,mean_confidence_test,test_set_selected_length,test_set_selected_idx_ranges,test_set_selected_idx_hash,accuracy_test_selected,mean_confidence_test_selected
MNIST,carlini,0.99429999999999996,0.99388574222819692,2000,"0-444:1,446-448:1,450-658:1,660-673:1,675-946:1,948-1013:1,1015-1231:1,1233-1241:1,1243-1259:1,1261-1298:1,1300-1413:1,1415-1728:1,1730-1735:1,1738-1752:1,1754-1759:1,1761-1765:1,1767-1772:1,1774-1779:1,1781-1784:1,1786-1790:1,1792-1819:1,1821-1823:1,1825-1828:1,1831-1833:1,1837,1840,1841-1845:2,1846-1848:1,1850-1860:1,1866,1869,1870,1873-1875:1,1877,1879-1883:1,1886-1889:1,1892-1894:1,1896,1898,1899,1902-1908:1,1910-1914:1,1916-1919:1,1921-1925:2,1926,1931-1937:2,1940-1944:1,1946,1948,1951,1952,1954,1955,1959-1961:1,1964,1967-1974:1,1977-1981:2,1987,1990,1992,1995,1996,1998-2004:1,2006,2009-2019:5,2021,2023-2029:3,2030,2033,2037-2040:1,2042,2047,2049,2050-2056:2,2057,2060-2062:1,2064-2068:1,2073,2077-2079:1,2081,2087-2089:1,2093,2096,2097,2099,2100,2102,2103,2106,2107,2113,2114-2118:2,2125-2131:2,2134,2140,2144,2150,2155,2156,2159,2160,2162-2178:8,2180,2185,2188-2194:2,2199,2204,2207,2209,2210,2214,2215,2217,2224,2226-2236:5,2294,2295,2304,2318",f045fcc31377a9c393e7164dec6303b57d42337c,1.0,0.99759246933460233
