dataset_name,model_name,attack_string,duration_per_sample,discretization,success_rate,mean_confidence,mean_l2_dist,mean_li_dist,mean_l0_dist_value,mean_l0_dist_pixel
CIFAR-10,densenet,fgsm?eps=0.1,0.26364392042160034,True,0.87,0.98203553874295213,5.4123869777853333,0.101961,0.99139801843869735,0.99661009339080464
CIFAR-10,densenet,bim,2.442004528045654,True,1.0,0.99999999999912015,4.0494033572893526,0.101961,0.74212565104166661,0.97965820312499996
