dataset_name,model_name,attack_string,duration_per_sample,discretization,success_rate,mean_confidence,mean_l2_dist,mean_li_dist,mean_l0_dist_value,mean_l0_dist_pixel
CIFAR-10,carlini,fgsm?eps=0.1,0.014786431789398194,True,0.79000000000000004,0.9929658352806241,5.4061969305812196,0.101961,0.99122329905063289,0.996229727056962
CIFAR-10,carlini,bim,0.15400756120681763,True,1.0,1.0,4.4156530312881399,0.101961,0.8107584635416667,0.95993164062500003
