dataset_name,model_name,accuracy_test,mean_confidence_test,test_set_selected_length,test_set_selected_idx_ranges,test_set_selected_idx_hash,accuracy_test_selected,mean_confidence_test_selected
MNIST,carlini,0.99429999999999996,0.99388574222819692,8850,"0-444:1,446-448:1,450-658:1,660-673:1,675-946:1,948-1013:1,1015-1231:1,1233-1241:1,1243-1259:1,1261-1298:1,1300-1413:1,1415-1736:1,1738-1877:1,1879-1900:1,1902-1981:1,1983-2034:1,2036-2042:1,2044-2069:1,2071-2129:1,2131-2134:1,2136-2292:1,2294-2446:1,2448-2461:1,2463-2487:1,2489-2596:1,2598-2653:1,2655-2926:1,2928-2938:1,2940-2952:1,2954-3022:1,3024-3224:1,3226-3421:1,3423-3519:1,3521-3761:1,3763-3807:1,3809-4006:1,4008-4175:1,4177-4200:1,4202-4237:1,4239-4288:1,4290-4739:1,4741-4813:1,4815-4822:1,4824-5653:1,5655-5936:1,5938-5954:1,5956-6570:1,6572-6575:1,6577-6596:1,6598-6624:1,6626-6650:1,6652-7846:1,7848-7855:1,7857-7868:1,7870-7880:1,7882-7889:1,7891-7895:1,7897,7898,7901-7910:1,7912-7915:1,7917-7919:1,7921-7927:1,7929-7933:1,7935-7943:1,7945-7953:1,7955-7968:1,7970-7972:1,7974-7979:1,7981-7989:1,7991-8003:1,8006-8019:1,8021,8023-8044:1,8046,8047,8049-8057:1,8059-8067:1,8069-8077:1,8079-8085:1,8087-8091:2,8092-8098:1,8101-8112:1,8114-8117:1,8119-8127:1,8129-8137:1,8139-8158:1,8160-8163:1,8165,8167-8186:1,8188-8218:1,8220-8228:1,8230-8234:2,8235-8238:1,8240-8243:1,8245-8251:1,8253-8260:1,8262-8267:1,8269-8285:1,8287,8288,8290-8302:1,8304,8307-8323:1,8325-8339:1,8341-8343:1,8345-8351:1,8353-8359:1,8361-8366:1,8368-8375:1,8377-8389:1,8391-8395:1,8397-8417:1,8419,8421-8426:1,8428-8431:1,8433-8438:1,8440-8442:1,8444-8448:1,8450-8458:1,8460-8468:1,8470-8487:1,8489,8490-8494:2,8495-8508:1,8510-8525:1,8527-8535:1,8537-8541:2,8542-8546:2,8547,8548,8550-8558:1,8560-8567:1,8570-8574:1,8576-8583:1,8585,8587-8591:1,8593,8595-8599:1,8601-8605:2,8606-8611:1,8613,8614,8616-8624:1,8626-8632:1,8634,8635,8637,8638,8640-8645:1,8647-8651:2,8652-8657:1,8660-8665:1,8667-8671:1,8674-8681:1,8684-8691:1,8694-8703:1,8705,8706,8709-8711:1,8713,8716-8718:1,8722,8723,8725-8728:1,8730-8739:1,8741-8744:1,8747-8757:1,8759-8767:1,8769-8775:1,8777-8780:1,8783,8785-8790:1,8792,8795,8797,8798,8801-8804:1,8806,8808,8811-8814:1,8816,8818,8821-8824:1,8826,8828,8829,8831,8832,8834-8836:1,8840,8842,8843-8847:2,8848,8849,8851-8853:1,8855,8857-8859:1,8861-8865:2,8866,8868,8869,8872,8877-8879:1,8881,8884-8890:2,8894-8896:1,8898,8901,8909,8912,8913,8917-8921:2,8925-8929:2,8932,8934-8940:3,8941,8942,8944,8945,8947,8948-8954:3,8958,8960,8961,8963-8965:1,8967,8968,8978,8982,8983-8989:2,8990-8992:1,8996,8997-9001:2,9004,9013,9014,9016,9020,9021,9029,9035,9037,9038,9040-9042:1,9050,9052,9053,9055,9058,9060,9065,9066-9070:2,9075,9076-9080:2,9085,9086,9088,9091,9092,9095,9107,9109,9110,9114,9117,9119,9122,9127,9130,9132,9133,9138,9146,9148,9149,9159,9160,9176,9178,9184,9185,9194,9195,9207,9210,9226,9228-9240:6,9247,9251,9256,9260,9268,9269,9277,9278,9289,9290-9306:8,9312,9315,9317,9329,9331-9337:3,9338,9343-9355:6,9360,9372,9382,9391,9398,9400,9422,9427,9428,9465,9478,9481,9482,9493-9533:10,9545,9583,9584,9588,9590,9600,9606-9626:10,9651,9671,9675,9685,9702,9709,9719,9747,9749,9754,9770,9777,9786,9814,9830,9831,9841,9853,9870,9877,9883,9907,9941,9970,9982,9988,9998",c9064d2bc637f1a5c2cfb9c0ead77d473bebf291,1.0,0.99873940408566575
