RobustClassifier,legitimate_10000,fgsm?eps=0.1,bim
none,0.99429999999999996,0.94999999999999996,0.85999999999999999
FeatureSqueezing?squeezer=bit_depth_1,0.99329999999999996,1.0,1.0
FeatureSqueezing?squeezers=median_filter_2_2&distance_measure=l1&fpr=0.05,0.99280000000000002,0.95999999999999996,0.93999999999999995
